ID;Id Delegacia (RDO);Número BO (RDO);Ano BO (RDO);Data do Acidente;Dia do Acidente;Mês do Acidente;Ano do Acidente;Ano/Mês do Acidente;Dia da semana;Hora do Acidente;Turno;Município;Região Administrativa;Logradouro;Numeral / KM;Jurisdição;Administração;Conservação;Tipo do Local do Acidente;Lat (GEO);Long (GEO);Iluminação da via (SIOPM);Superfície da Via (SIOPM);Tipo de pista (SIOPM);Outro Veículo Envolvido;Tipo de via;Condições Climáticas (SIOPM);Sentido da Via (SIOPM);Limite da velocidade da via (SIOPM);Quantidade de vítimas;Tempo entre o Acidente e as Mortes
3069361;100919;6984;2020;2020/04/26;26;ABRIL;2020;2020.04;DOMINGO;21:30:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 328;335,0;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,10625045077062;-47,80918392727402;LUZ SOLAR;SECA;DUPLA;AUTOMOVEL;Rodovias;BOM;SUL;Mais que 100km/h;1;Até 30 dias
3069328;100919;6964;2020;2020/04/25;25;ABRIL;2020;2020.04;SÁBADO;18:28:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 334;319,29;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,10820643567795;-47,77141016089182;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3068888;100919;6237;2020;2020/03/17;17;MARÇO;2020;2020.03;TERÇA;16:20:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;SP 291;2,0;ESTADUAL;DER;DR08 - Ribeirão Preto;PUBLICO;-21,20582866874958;-47,89451494972782;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;CAMINHAO;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3068745;100919;5532;2020;2020/03/09;9;MARÇO;2020;2020.03;SEGUNDA;04:00:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;SP 328;330,1;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,12958067163683;-47,84910236864315;NOITE (VIA NÃO ILUMINADA);SECA;DUPLA;CAMINHAO;Rodovias;BOM;SUL;Mais que 100km/h;2;Até 30 dias
3068728;100919;5474;2020;2020/03/08;8;MARÇO;2020;2020.03;DOMINGO;05:23:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;SP 330;315,05;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,13924128603017;-47,762099771970085;LUZ SOLAR;SECA;DUPLA;AUTOMOVEL;Rodovias;BOM;NORTE;Entre 90 e 100km/h;1;Até 30 dias
3068512;100919;4031;2020;2020/02/19;19;FEVEREIRO;2020;2020.02;QUARTA;06:34:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;SP 333;55,0;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,20697851960712;-47,76090314269402;LUZ SOLAR;SECA;DUPLA;NÃO HÁ;Rodovias;BOM;SUL;Entre 60 e 69km/h;1;Até 30 dias
3068391;100919;3151;2020;2020/02/09;9;FEVEREIRO;2020;2020.02;DOMINGO;05:25:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;SP 322;312,0;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,22216874173159;-47,79154503501302;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;3;Até 30 dias
3068282;100919;2604;2020;2020/02/02;2;FEVEREIRO;2020;2020.02;DOMINGO;19:58:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 328;332,9;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,116320109644526;-47,82642035287761;NOITE (VIA NÃO ILUMINADA);SECA;DUPLA;NÃO HÁ;Rodovias;BOM;SUL;Mais que 100km/h;1;Até 30 dias
3068258;100919;2542;2020;2020/02/01;1;FEVEREIRO;2020;2020.02;SÁBADO;19:10:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 322;315,0;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,222297214910537;-47,8195782766708;NOITE (VIA NÃO ILUMINADA);MOLHADA;DUPLA;AUTOMOVEL;Rodovias;CHUVA;OESTE;Entre 40 e 49km/h;1;Até 30 dias
3068040;100919;1087;2020;2020/01/14;14;JANEIRO;2020;2020.01;TERÇA;18:10:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 322;312,3;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,222664538921855;-47,79436491359073;LUZ SOLAR;SECA;DUPLA;NÃO HÁ;Rodovias;BOM;LESTE;Entre 90 e 100km/h;1;Até 30 dias
3068030;100919;926;2020;2020/01/12;12;JANEIRO;2020;2020.01;DOMINGO;23:30:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 322;312,0;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,22216874173159;-47,79154503501302;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3068052;100919;1132;2020;2020/01/10;10;JANEIRO;2020;2020.01;SEXTA;08:30:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;SPA 325/322;5,549;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,178188;-47,82361;LUZ SOLAR;SECA;DUPLA;NÃO HÁ;Rodovias;BOM;LESTE;Entre 90 e 100km/h;1;Até 30 dias
3077231;100919;7556;2021;2021/12/23;23;DEZEMBRO;2021;2021.12;QUINTA;23:30:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA LUZITANA;130,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,2032060566507;-47,8283812397624;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3077214;100919;7517;2021;2021/12/22;22;DEZEMBRO;2021;2021.12;QUARTA;20:26:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 330;307,0;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,212447283008828;-47,75871860870884;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;CAMINHAO;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3077175;100919;7443;2021;2021/12/21;21;DEZEMBRO;2021;2021.12;TERÇA;01:53:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;SP 330;309,42;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,190946704665823;-47,757581352079306;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3077103;100919;7227;2021;2021/12/15;15;DEZEMBRO;2021;2021.12;QUARTA;06:20:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA PROFESSOR JOAO FIUSA;NAO DISPONIVEL;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NÃO HÁ;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3077048;100919;7144;2021;2021/12/11;11;DEZEMBRO;2021;2021.12;SÁBADO;21:20:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA MARECHAL COSTA E SILVA;3635,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,1361209529091;-47,7968895708311;NOITE (VIA ILUMINADA);OLEOSA;SIMPLES;NÃO HÁ;Vias Municipais;BOM;LESTE;Entre 40 e 49km/h;1;Até 30 dias
3077034;100919;7089;2021;2021/12/10;10;DEZEMBRO;2021;2021.12;SEXTA;08:20:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA DOM PEDRO I;331,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,158342837527403;-47,81638989358698;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;ONIBUS;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076849;100427;1494;2021;2021/11/27;27;NOVEMBRO;2021;2021.11;SÁBADO;09:40:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;SP 333;45,64;ESTADUAL;DER;DR08 - Ribeirão Preto;PUBLICO;-21,20639779354049;-47,74813089143834;LUZ SOLAR;SECA;SIMPLES;AUTOMOVEL;Rodovias;BOM;OESTE;Entre 40 e 49km/h;1;Até 30 dias
3076893;100919;6800;2021;2021/11/22;22;NOVEMBRO;2021;2021.11;SEGUNDA;20:00:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076688;100919;6278;2021;2021/11/14;14;NOVEMBRO;2021;2021.11;DOMINGO;06:14:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;SP 330;NAO DISPONIVEL;ESTADUAL;CONCESSIONÁRIA-ARTESP;NAO DISPONIVEL;PUBLICO;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;OUTROS;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076687;100919;6290;2021;2021/11/14;14;NOVEMBRO;2021;2021.11;DOMINGO;23:00:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;RUA RIO CLARO;1140,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,129187677610293;-47,78510377680402;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NÃO HÁ;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076667;100919;6266;2021;2021/11/13;13;NOVEMBRO;2021;2021.11;SÁBADO;21:00:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA BANDEIRANTES;NAO DISPONIVEL;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076575;100919;6069;2021;2021/11/06;6;NOVEMBRO;2021;2021.11;SÁBADO;02:00:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA PRESIDENTE KENEDY;2305,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,196471647012448;-47,76372847491053;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076529;100919;5981;2021;2021/11/03;3;NOVEMBRO;2021;2021.11;QUARTA;03:10:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA PRESIDENTE KENEDY;2000,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,199375755938856;-47,76585977481919;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NÃO HÁ;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076557;100919;6026;2021;2021/11/03;3;NOVEMBRO;2021;2021.11;QUARTA;04:40:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;RUA CARLOS APROBATO;NAO DISPONIVEL;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MOTOCICLETA;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076444;100919;5955;2021;2021/11/02;2;NOVEMBRO;2021;2021.11;TERÇA;00:10:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;SP 328;333,5;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,11346294531085;-47,82153039069344;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;CAMINHAO;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076474;100919;5911;2021;2021/10/30;30;OUTUBRO;2021;2021.10;SÁBADO;10:10:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;SP 322;317,0;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,215481300564065;-47,83742917514485;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NÃO HÁ;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076353;100919;5658;2021;2021/10/17;17;OUTUBRO;2021;2021.10;DOMINGO;11:22:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA HENRY NESTLE;NAO DISPONIVEL;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076260;100919;5480;2021;2021/10/12;12;OUTUBRO;2021;2021.10;TERÇA;19:30:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 328;332,0;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,120606822578473;-47,83375401936916;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076258;100919;5462;2021;2021/10/11;11;OUTUBRO;2021;2021.10;SEGUNDA;22:40:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA BANDEIRANTES;3900,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,173128320776428;-47,858347328576606;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076253;100919;5421;2021;2021/10/10;10;OUTUBRO;2021;2021.10;DOMINGO;00:00:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;SP 255;2,8;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,26605553562009;-47,795515457672856;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076196;100919;5420;2021;2021/10/09;9;OUTUBRO;2021;2021.10;SÁBADO;22:15:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 322;318,253;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,210655615544773;-47,848406444181755;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NÃO HÁ;Rodovias;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076155;100919;5330;2021;2021/10/06;6;OUTUBRO;2021;2021.10;QUARTA;01:52:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;RUA BERNARDINO DE CAMPOS;1000,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,13906253000715;-47,8345985;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NÃO HÁ;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076123;100919;5260;2021;2021/10/03;3;OUTUBRO;2021;2021.10;DOMINGO;05:40:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;RUA ANTONIA MUGNATO MARINCEK;2000,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,123718518349985;-47,7512251;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NÃO HÁ;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076134;100919;5236;2021;2021/10/02;2;OUTUBRO;2021;2021.10;SÁBADO;08:10:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA BANDEIRANTES;1,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,1661416;-47,8898314;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NÃO HÁ;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076080;100919;5151;2021;2021/09/28;28;SETEMBRO;2021;2021.09;TERÇA;21:00:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;RUA ANTONIA MUGNATO MARINCEK;NAO DISPONIVEL;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,123830223073927;-47,7514405685247;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NÃO HÁ;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3076000;100919;4953;2021;2021/09/20;20;SETEMBRO;2021;2021.09;SEGUNDA;05:16:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3075858;100919;4661;2021;2021/09/07;7;SETEMBRO;2021;2021.09;TERÇA;12:54:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA NOVE DE JULHO;2100,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,19290809710231;-47,80052498285701;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3075761;100919;4571;2021;2021/09/03;3;SETEMBRO;2021;2021.09;SEXTA;02:00:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA JOSE DE LAURENTIS;24,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,1225128732631;-47,8057948365789;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NÃO HÁ;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3075760;100919;4594;2021;2021/09/03;3;SETEMBRO;2021;2021.09;SEXTA;20:34:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;SP 255;10,1;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,278741450270736;-47,804600248399126;NOITE (VIA NÃO ILUMINADA);SECA;DUPLA;AUTOMOVEL;Rodovias;BOM;SUL;Mais que 100km/h;1;Até 30 dias
3075664;100919;4378;2021;2021/08/26;26;AGOSTO;2021;2021.08;QUINTA;06:30:00;MANHA;RIBEIRAO PRETO;Ribeirão Preto;SP 330;313,0;ESTADUAL;CONCESSIONÁRIA-ARTESP;VIAPAULISTA;PUBLICO;-21,15750165780579;-47,756571693316175;LUZ SOLAR;SECA;DUPLA;AUTOMOVEL;Rodovias;BOM;SUL;Entre 90 e 100km/h;2;Até 30 dias
3075577;100919;4280;2021;2021/08/21;21;AGOSTO;2021;2021.08;SÁBADO;23:53:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA MARECHAL COSTA E SILVA;NAO DISPONIVEL;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;CAMINHAO;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3075558;100919;4230;2021;2021/08/19;19;AGOSTO;2021;2021.08;QUINTA;16:25:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA CARLOS DRUMOND DE ANDRADE;2001,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,14853548486194;-47,7609703;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;OUTROS;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3075510;100919;4137;2021;2021/08/15;15;AGOSTO;2021;2021.08;DOMINGO;19:00:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA PRESIDENTE JOAO GOULARTE;1400,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,123367353423696;-47,819723357672856;LUZ SOLAR;SECA;DUPLA;AUTOMOVEL;Vias Municipais;BOM;INTERNO;Entre 40 e 49km/h;1;Até 30 dias
3075457;100919;4069;2021;2021/08/13;13;AGOSTO;2021;2021.08;SEXTA;01:40:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;SP 322;325,8;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,16767117709006;-47,89967897710884;NOITE (VIA NÃO ILUMINADA);SECA;DUPLA;NAO DISPONIVEL;Rodovias;BOM;OESTE;Mais que 100km/h;1;Até 30 dias
3075456;100919;4089;2021;2021/08/13;13;AGOSTO;2021;2021.08;SEXTA;13:25:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;RUA ANTONIO MILENA;NAO DISPONIVEL;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;NAO DISPONIVEL;NAO DISPONIVEL;LUZ SOLAR;SECA;SIMPLES;MOTOCICLETA;Vias Municipais;BOM;EXTERNO;Entre 40 e 49km/h;1;Até 30 dias
3075447;100919;4037;2021;2021/08/11;11;AGOSTO;2021;2021.08;QUARTA;16:00:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;RUA MARIA TERESA BRAGA CERRI;624,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,142952050465812;-47,835576215345704;LUZ SOLAR;SECA;SIMPLES;CAMINHAO;Vias Municipais;BOM;EXTERNO;Entre 50 e 59km/h;1;Até 30 dias
3075440;100919;4016;2021;2021/08/10;10;AGOSTO;2021;2021.08;TERÇA;16:05:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;RUA MANAUS;1338,0;MUNICIPAL;PREFEITURA;PREFEITURA;PRIVADO;-21,14021553175;-47,807818566125;NOITE (VIA ILUMINADA);SECA;SIMPLES;AUTOMOVEL;Vias Municipais;BOM;EXTERNO;Entre 30 e 39km/h;1;Até 30 dias
3075368;100919;3931;2021;2021/08/06;6;AGOSTO;2021;2021.08;SEXTA;18:55:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA PARANAPANEMA;1074,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,1596668929322;-47,8348037018305;NOITE (VIA ILUMINADA);SECA;SIMPLES;AUTOMOVEL;Vias Municipais;BOM;OESTE;Entre 40 e 49km/h;1;Até 30 dias
3075328;100919;3830;2021;2021/08/02;2;AGOSTO;2021;2021.08;SEGUNDA;18:43:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;RUA LUIS BARRETO;1157,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,1555825023269;-47,8023264498654;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;MOTOCICLETA;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3075311;100919;3807;2021;2021/08/01;1;AGOSTO;2021;2021.08;DOMINGO;NAO DISPONIVEL;NAO DISPONIVEL;RIBEIRAO PRETO;Ribeirão Preto;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NÃO HÁ;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3075301;100919;3795;2021;2021/07/31;31;JULHO;2021;2021.07;SÁBADO;21:54:00;NOITE;RIBEIRAO PRETO;Ribeirão Preto;RUA PEDRO BARBIERE;200,0;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,1845060831999;-47,7516655064666;NOITE (VIA ILUMINADA);SECA;DUPLA;AUTOMOVEL;Vias Municipais;BOM;OESTE;Menos de 10km/h;1;Até 30 dias
3075270;100919;3746;2021;2021/07/29;29;JULHO;2021;2021.07;QUINTA;14:00:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA DOUTOR CELSO CHARURI;NAO DISPONIVEL;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;AUTOMOVEL;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3075205;100919;3666;2021;2021/07/25;25;JULHO;2021;2021.07;DOMINGO;16:59:00;TARDE;RIBEIRAO PRETO;Ribeirão Preto;AVENIDA PROFESSORA DINA RIZI;NAO DISPONIVEL;MUNICIPAL;PREFEITURA;PREFEITURA;PUBLICO;-21,162979;-47,742044;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;NÃO HÁ;Vias Municipais;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;1;Até 30 dias
3075028;100919;3370;2021;2021/07/10;10;JULHO;2021;2021.07;SÁBADO;01:35:00;MADRUGADA;RIBEIRAO PRETO;Ribeirão Preto;SP 328;332,5;ESTADUAL;CONCESSIONÁRIA-ARTESP;ENTREVIAS;PUBLICO;-21,118224959839974;-47,82967961253209;NOITE (VIA NÃO ILUMINADA);SECA;DUPLA;NAO DISPONIVEL;Rodovias;BOM;NORTE;Mais que 100km/h;1;Até 30 dias
